
============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 130.63 | TP: 132.13 | SL: 126.13
21:15 | 519.68 | 520.18 | 519.21 | 520.01 | 178859 
21:30 | 520.03 | 520.98 | 520.00 | 520.21 | 229341 
21:45 | 520.18 | 520.96 | 519.60 | 520.48 | 539608 
15:30 | 522.40 | 523.20 | 518.61 | 520.58 | 691613 
15:45 | 520.58 | 523.10 | 520.57 | 521.90 | 422904 
16:00 | 521.68 | 522.44 | 520.80 | 521.60 | 274664 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: TSLA | C1_SQUEEZE_CALL | ENTRADA: 458.68 | TP: 460.18 | SL: 454.18
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 438.43 | 440.00 | 437.72 | 438.53 | 2358350 
16:15 | 438.53 | 439.62 | 437.48 | 438.66 | 1988666 
16:30 | 438.65 | 439.27 | 436.78 | 438.46 | 2103726 
16:45 | 438.48 | 440.21 | 438.05 | 439.98 | 1931927 
17:00 | 439.96 | 440.80 | 438.86 | 439.05 | 1481928 
17:15 | 439.06 | 439.35 | 437.10 | 437.98 | 1650687 
17:30 | 437.93 | 438.35 | 433.12 | 435.01 | 3047775 
17:45 | 435.01 | 435.76 | 434.53 | 435.47 | 1722898 
18:00 | 435.49 | 436.09 | 434.51 | 435.15 | 1294934 
18:15 | 435.15 | 436.20 | 434.61 | 434.89 | 1168370 
18:30 | 434.80 | 436.16 | 434.79 | 436.05 | 804431 
18:45 | 436.06 | 437.15 | 434.82 | 436.80 | 1280489 
19:00 | 436.81 | 437.85 | 436.33 | 437.54 | 1233684 
19:15 | 437.52 | 437.92 | 436.17 | 437.46 | 1163537 
19:30 | 437.50 | 438.15 | 436.44 | 437.64 | 1024096 
19:45 | 437.61 | 439.78 | 437.51 | 438.34 | 1674363 
20:00 | 438.30 | 440.21 | 438.24 | 440.15 | 1462751 
20:15 | 440.15 | 444.41 | 440.15 | 443.39 | 3225804 
20:30 | 443.35 | 443.88 | 442.59 | 443.33 | 1921487 
20:45 | 443.33 | 443.95 | 441.77 | 441.98 | 1871245 
21:00 | 442.01 | 443.28 | 441.36 | 441.44 | 1580069 
21:15 | 441.44 | 444.25 | 441.25 | 444.04 | 1934201 
21:30 | 444.03 | 444.44 | 443.00 | 443.38 | 1869006 
21:45 | 443.38 | 445.00 | 443.28 | 444.54 | 3080177 
15:30 | 443.72 | 449.50 | 440.75 | 446.91 | 6207758 
15:45 | 446.91 | 448.60 | 444.85 | 445.70 | 4075578 
16:00 | 445.72 | 450.71 | 445.15 | 450.67 | 4019998 [ENTRADA]
16:15 | 450.65 | 456.29 | 449.30 | 455.67 | 5663943 
16:30 | 455.70 | 455.79 | 453.12 | 454.78 | 2987546 
16:45 | 454.79 | 458.78 | 454.10 | 458.68 | 3585524 
17:00 | 458.67 | 458.88 | 455.40 | 457.02 | 2479909 
17:15 | 456.92 | 457.25 | 453.46 | 454.86 | 2361137 
17:30 | 454.85 | 455.38 | 453.40 | 453.43 | 1444557 
17:45 | 453.44 | 455.70 | 452.48 | 455.45 | 1951168 
18:00 | 455.47 | 455.71 | 454.18 | 454.92 | 1262230 
18:15 | 454.87 | 456.43 | 454.35 | 456.21 | 1487185 
18:30 | 456.25 | 458.51 | 455.90 | 456.52 | 2334695 
18:45 | 456.50 | 456.99 | 455.55 | 456.94 | 1476959 
19:00 | 456.96 | 458.47 | 456.87 | 457.85 | 1824766 
19:15 | 457.85 | 459.07 | 457.73 | 458.47 | 1599327 
19:30 | 458.50 | 460.17 | 458.20 | 459.34 | 2363924 
19:45 | 459.33 | 459.95 | 457.90 | 458.32 | 1649748 
20:00 | 458.32 | 461.19 | 458.10 | 461.10 | 2490329 
20:15 | 461.13 | 461.16 | 459.10 | 459.36 | 1759626 
20:30 | 459.35 | 460.50 | 459.19 | 459.73 | 1490949 
20:45 | 459.78 | 460.60 | 459.65 | 460.11 | 1181887 
21:00 | 460.13 | 461.43 | 459.49 | 460.63 | 2117329 
21:15 | 460.63 | 461.01 | 459.92 | 460.20 | 1546102 
21:30 | 460.22 | 461.17 | 459.96 | 461.02 | 1920826 
21:45 | 461.04 | 462.27 | 459.01 | 459.47 | 4028533 
15:30 | 470.54 | 470.75 | 454.60 | 454.74 | 9409141 
15:45 | 454.73 | 461.76 | 453.36 | 456.65 | 7089716 
16:00 | 456.73 | 459.55 | 455.84 | 456.44 | 3970349 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 186.87 | TP: 188.37 | SL: 182.37
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 183.11 | 183.63 | 182.68 | 183.03 | 7420317 
16:15 | 183.04 | 183.62 | 182.54 | 183.38 | 6814675 
16:30 | 183.38 | 183.52 | 182.83 | 183.35 | 5845269 
16:45 | 183.35 | 183.88 | 183.06 | 183.62 | 6464665 
17:00 | 183.61 | 183.76 | 182.62 | 182.78 | 5553488 
17:15 | 182.79 | 183.09 | 182.16 | 182.33 | 5868134 
17:30 | 182.33 | 182.52 | 181.97 | 182.38 | 4359677 
17:45 | 182.38 | 182.57 | 181.80 | 182.13 | 4511947 
18:00 | 182.13 | 182.24 | 181.58 | 181.94 | 3496767 
18:15 | 181.94 | 182.11 | 181.44 | 182.03 | 3351409 
18:30 | 182.04 | 182.31 | 181.97 | 181.99 | 2736008 
18:45 | 181.98 | 182.17 | 181.61 | 181.72 | 2605589 
19:00 | 181.73 | 181.90 | 181.28 | 181.77 | 2728526 
19:15 | 181.77 | 182.07 | 181.58 | 181.90 | 2425735 
19:30 | 181.90 | 182.16 | 181.72 | 181.95 | 2248155 
19:45 | 181.95 | 182.22 | 181.68 | 182.17 | 2285431 
20:00 | 182.16 | 182.27 | 181.82 | 182.13 | 2092101 
20:15 | 182.12 | 182.16 | 181.69 | 181.71 | 2100726 
20:30 | 181.70 | 181.85 | 181.48 | 181.65 | 2492899 
20:45 | 181.64 | 181.83 | 181.48 | 181.72 | 2462392 
21:00 | 181.72 | 181.74 | 181.02 | 181.13 | 3337880 
21:15 | 181.13 | 181.14 | 180.67 | 180.90 | 4107159 
21:30 | 180.89 | 181.39 | 180.87 | 181.31 | 3377564 
21:45 | 181.31 | 183.00 | 181.28 | 181.83 | 8720289 
15:30 | 182.10 | 183.15 | 181.48 | 183.13 | 10626908 
15:45 | 183.12 | 183.58 | 182.16 | 183.55 | 8400685 
16:00 | 183.55 | 184.94 | 183.39 | 184.12 | 14230952 [ENTRADA]
16:15 | 184.10 | 184.84 | 183.84 | 184.74 | 8239489 
16:30 | 184.74 | 186.27 | 184.55 | 185.68 | 13650966 
16:45 | 185.68 | 187.23 | 185.62 | 186.87 | 11704521 
17:00 | 186.86 | 187.35 | 186.44 | 186.90 | 8055920 
17:15 | 186.91 | 186.92 | 185.80 | 186.30 | 6874203 
17:30 | 186.30 | 186.62 | 185.60 | 185.87 | 4839817 
17:45 | 185.86 | 186.86 | 185.84 | 186.67 | 4917870 
18:00 | 186.66 | 187.12 | 186.39 | 186.61 | 5057304 
18:15 | 186.61 | 187.12 | 186.46 | 186.74 | 4691328 
18:30 | 186.74 | 186.95 | 186.17 | 186.42 | 3610917 
18:45 | 186.42 | 186.48 | 185.90 | 186.17 | 3444276 
19:00 | 186.16 | 186.22 | 185.75 | 185.90 | 4054830 
19:15 | 185.90 | 186.28 | 185.32 | 185.63 | 4799923 
19:30 | 185.62 | 185.85 | 185.23 | 185.59 | 4004795 
19:45 | 185.59 | 186.23 | 185.58 | 185.95 | 3037148 
20:00 | 185.94 | 186.28 | 185.72 | 186.27 | 2685191 
20:15 | 186.27 | 186.50 | 186.12 | 186.27 | 3050994 
20:30 | 186.27 | 186.31 | 185.90 | 186.20 | 2534544 
20:45 | 186.20 | 186.30 | 185.95 | 185.99 | 2259457 
21:00 | 185.99 | 186.03 | 185.24 | 185.29 | 4165190 
21:15 | 185.30 | 186.00 | 185.01 | 185.89 | 5281257 
21:30 | 185.89 | 186.02 | 185.30 | 185.40 | 4187545 
21:45 | 185.40 | 186.80 | 185.34 | 186.45 | 12791256 
15:30 | 185.21 | 186.10 | 184.42 | 185.05 | 13008282 
15:45 | 185.05 | 185.49 | 183.90 | 184.21 | 8328306 
16:00 | 184.19 | 185.49 | 184.02 | 185.22 | 6140057 
RESULTADO: EN CURSO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 261.57 | TP: 263.07 | SL: 258.57
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 248.41 | 249.88 | 248.26 | 249.80 | 948071 
16:15 | 249.82 | 250.32 | 249.17 | 249.56 | 1186086 
16:30 | 249.64 | 249.72 | 248.95 | 249.20 | 763844 
16:45 | 249.22 | 249.86 | 248.66 | 248.87 | 451502 
17:00 | 248.91 | 249.59 | 248.69 | 248.70 | 470296 
17:15 | 248.70 | 249.05 | 248.23 | 248.48 | 612702 
17:30 | 248.50 | 249.11 | 248.09 | 249.09 | 701724 
17:45 | 249.08 | 249.78 | 248.95 | 249.58 | 623486 
18:00 | 249.54 | 250.21 | 249.54 | 249.78 | 753791 
18:15 | 249.79 | 250.35 | 249.45 | 250.30 | 733165 
18:30 | 250.29 | 250.86 | 250.27 | 250.62 | 1047198 
18:45 | 250.64 | 251.36 | 250.43 | 251.13 | 1098293 
19:00 | 251.13 | 251.33 | 250.36 | 251.11 | 681209 
19:15 | 251.10 | 251.13 | 250.61 | 250.82 | 543011 
19:30 | 250.80 | 251.01 | 250.35 | 250.50 | 465964 
19:45 | 250.50 | 251.37 | 250.24 | 251.30 | 632447 
20:00 | 251.32 | 252.03 | 251.31 | 251.83 | 906516 
20:15 | 251.82 | 252.54 | 251.80 | 252.30 | 806371 
20:30 | 252.28 | 252.46 | 251.75 | 251.75 | 597805 
20:45 | 251.77 | 252.31 | 251.70 | 252.27 | 550693 
21:00 | 252.28 | 252.65 | 252.10 | 252.63 | 893854 
21:15 | 252.62 | 252.82 | 252.36 | 252.76 | 946258 
21:30 | 252.75 | 253.38 | 252.41 | 253.22 | 1606727 
21:45 | 253.23 | 253.35 | 252.11 | 252.30 | 2559072 
15:30 | 255.89 | 259.03 | 255.63 | 258.45 | 5750168 
15:45 | 258.47 | 259.87 | 257.74 | 258.98 | 3278769 
16:00 | 259.00 | 259.57 | 258.07 | 258.66 | 2387680 [ENTRADA]
16:15 | 258.68 | 259.77 | 258.40 | 259.50 | 1881966 
16:30 | 259.49 | 260.39 | 259.07 | 259.70 | 2940451 
16:45 | 259.72 | 261.63 | 259.61 | 261.57 | 2659130 
17:00 | 261.58 | 263.47 | 261.52 | 262.77 | 3783491 
17:15 | 262.79 | 263.55 | 262.24 | 262.57 | 2546384 
17:30 | 262.55 | 263.59 | 262.41 | 263.55 | 2021996 
17:45 | 263.55 | 264.38 | 263.05 | 263.31 | 3410215 
18:00 | 263.32 | 264.23 | 263.04 | 263.12 | 2443870 
18:15 | 263.10 | 263.65 | 262.81 | 263.49 | 1529201 
18:30 | 263.48 | 263.70 | 262.72 | 262.80 | 1576384 
18:45 | 262.82 | 263.67 | 262.65 | 263.62 | 1694758 
19:00 | 263.61 | 264.22 | 263.25 | 263.35 | 1765509 
19:15 | 263.32 | 263.57 | 262.88 | 263.17 | 1123325 
19:30 | 263.17 | 263.22 | 262.97 | 263.04 | 673285 
19:45 | 263.04 | 263.39 | 262.82 | 262.93 | 845394 
20:00 | 262.92 | 263.68 | 262.79 | 263.67 | 986536 
20:15 | 263.68 | 263.83 | 263.36 | 263.73 | 836704 
20:30 | 263.74 | 263.76 | 263.25 | 263.37 | 879784 
20:45 | 263.37 | 263.43 | 263.04 | 263.28 | 724767 
21:00 | 263.30 | 263.81 | 263.20 | 263.50 | 981528 
21:15 | 263.50 | 263.60 | 263.21 | 263.42 | 1071278 
21:30 | 263.44 | 263.86 | 263.38 | 263.54 | 1491161 
21:45 | 263.53 | 263.78 | 261.93 | 262.23 | 4571451 
15:30 | 261.88 | 265.00 | 261.83 | 264.38 | 6156981 
15:45 | 264.42 | 265.29 | 262.93 | 263.81 | 2941476 
16:00 | 263.79 | 264.64 | 263.54 | 263.79 | 1852212 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 263.31 | TP: 264.81 | SL: 260.31
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 248.91 | 249.59 | 248.69 | 248.70 | 470296 
17:15 | 248.70 | 249.05 | 248.23 | 248.48 | 612702 
17:30 | 248.50 | 249.11 | 248.09 | 249.09 | 701724 
17:45 | 249.08 | 249.78 | 248.95 | 249.58 | 623486 
18:00 | 249.54 | 250.21 | 249.54 | 249.78 | 753791 
18:15 | 249.79 | 250.35 | 249.45 | 250.30 | 733165 
18:30 | 250.29 | 250.86 | 250.27 | 250.62 | 1047198 
18:45 | 250.64 | 251.36 | 250.43 | 251.13 | 1098293 
19:00 | 251.13 | 251.33 | 250.36 | 251.11 | 681209 
19:15 | 251.10 | 251.13 | 250.61 | 250.82 | 543011 
19:30 | 250.80 | 251.01 | 250.35 | 250.50 | 465964 
19:45 | 250.50 | 251.37 | 250.24 | 251.30 | 632447 
20:00 | 251.32 | 252.03 | 251.31 | 251.83 | 906516 
20:15 | 251.82 | 252.54 | 251.80 | 252.30 | 806371 
20:30 | 252.28 | 252.46 | 251.75 | 251.75 | 597805 
20:45 | 251.77 | 252.31 | 251.70 | 252.27 | 550693 
21:00 | 252.28 | 252.65 | 252.10 | 252.63 | 893854 
21:15 | 252.62 | 252.82 | 252.36 | 252.76 | 946258 
21:30 | 252.75 | 253.38 | 252.41 | 253.22 | 1606727 
21:45 | 253.23 | 253.35 | 252.11 | 252.30 | 2559072 
15:30 | 255.89 | 259.03 | 255.63 | 258.45 | 5750168 
15:45 | 258.47 | 259.87 | 257.74 | 258.98 | 3278769 
16:00 | 259.00 | 259.57 | 258.07 | 258.66 | 2387680 
16:15 | 258.68 | 259.77 | 258.40 | 259.50 | 1881966 
16:30 | 259.49 | 260.39 | 259.07 | 259.70 | 2940451 
16:45 | 259.72 | 261.63 | 259.61 | 261.57 | 2659130 
17:00 | 261.58 | 263.47 | 261.52 | 262.77 | 3783491 [ENTRADA]
17:15 | 262.79 | 263.55 | 262.24 | 262.57 | 2546384 
17:30 | 262.55 | 263.59 | 262.41 | 263.55 | 2021996 
17:45 | 263.55 | 264.38 | 263.05 | 263.31 | 3410215 
18:00 | 263.32 | 264.23 | 263.04 | 263.12 | 2443870 
18:15 | 263.10 | 263.65 | 262.81 | 263.49 | 1529201 
18:30 | 263.48 | 263.70 | 262.72 | 262.80 | 1576384 
18:45 | 262.82 | 263.67 | 262.65 | 263.62 | 1694758 
19:00 | 263.61 | 264.22 | 263.25 | 263.35 | 1765509 
19:15 | 263.32 | 263.57 | 262.88 | 263.17 | 1123325 
19:30 | 263.17 | 263.22 | 262.97 | 263.04 | 673285 
19:45 | 263.04 | 263.39 | 262.82 | 262.93 | 845394 
20:00 | 262.92 | 263.68 | 262.79 | 263.67 | 986536 
20:15 | 263.68 | 263.83 | 263.36 | 263.73 | 836704 
20:30 | 263.74 | 263.76 | 263.25 | 263.37 | 879784 
20:45 | 263.37 | 263.43 | 263.04 | 263.28 | 724767 
21:00 | 263.30 | 263.81 | 263.20 | 263.50 | 981528 
21:15 | 263.50 | 263.60 | 263.21 | 263.42 | 1071278 
21:30 | 263.44 | 263.86 | 263.38 | 263.54 | 1491161 
21:45 | 263.53 | 263.78 | 261.93 | 262.23 | 4571451 
15:30 | 261.88 | 265.00 | 261.83 | 264.38 | 6156981 
15:45 | 264.42 | 265.29 | 262.93 | 263.81 | 2941476 
16:00 | 263.79 | 264.64 | 263.54 | 263.79 | 1852212 
16:15 | 263.79 | 264.25 | 263.22 | 263.50 | 1219359 
16:30 | 263.46 | 263.83 | 262.77 | 262.93 | 862297 
16:45 | 262.93 | 263.24 | 262.53 | 263.05 | 942946 
17:00 | 263.08 | 263.42 | 262.70 | 262.99 | 759597 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 268.74 | TP: 270.24 | SL: 265.74
Hora  |  Open  |  High  |  Low   |  Close |  Vol
21:00 | 263.51 | 263.57 | 263.21 | 263.37 | 609896 
21:15 | 263.39 | 263.52 | 263.15 | 263.50 | 613724 
21:30 | 263.51 | 263.66 | 263.31 | 263.33 | 770050 
21:45 | 263.34 | 263.43 | 262.08 | 262.77 | 2819131 
14:30 | 264.88 | 266.66 | 264.65 | 265.76 | 3057064 
14:45 | 265.76 | 266.58 | 265.65 | 266.25 | 1376316 
15:00 | 266.24 | 267.05 | 266.21 | 266.24 | 1452015 
15:15 | 266.24 | 266.37 | 265.66 | 265.73 | 705187 
15:30 | 265.74 | 265.98 | 265.41 | 265.94 | 774524 
15:45 | 265.95 | 266.42 | 265.20 | 265.40 | 906545 
16:00 | 265.40 | 265.72 | 265.19 | 265.68 | 711830 
16:15 | 265.68 | 266.11 | 265.58 | 265.71 | 645606 
16:30 | 265.71 | 265.78 | 265.30 | 265.45 | 590096 
16:45 | 265.45 | 265.56 | 265.05 | 265.41 | 738137 
17:00 | 265.42 | 266.09 | 265.24 | 265.95 | 788069 
17:15 | 265.97 | 266.01 | 265.70 | 265.93 | 535576 
17:30 | 265.94 | 266.09 | 265.82 | 265.98 | 420020 
17:45 | 265.98 | 266.13 | 265.56 | 265.59 | 476401 
18:00 | 265.59 | 265.83 | 265.56 | 265.83 | 378811 
18:15 | 265.83 | 265.89 | 265.51 | 265.62 | 329075 
18:30 | 265.63 | 266.02 | 265.50 | 265.98 | 476269 
18:45 | 265.97 | 265.99 | 265.67 | 265.86 | 425113 
19:00 | 265.86 | 265.86 | 265.60 | 265.65 | 288367 
19:15 | 265.65 | 265.71 | 265.52 | 265.60 | 389214 
19:30 | 265.59 | 265.92 | 265.47 | 265.87 | 506127 
19:45 | 265.87 | 266.33 | 265.86 | 266.24 | 662927 
20:00 | 266.24 | 266.74 | 266.03 | 266.62 | 809559 [ENTRADA]
20:15 | 266.62 | 267.40 | 266.60 | 267.28 | 1231689 
20:30 | 267.27 | 267.76 | 267.21 | 267.73 | 1313785 
20:45 | 267.73 | 269.12 | 267.69 | 268.74 | 4151152 
14:30 | 269.01 | 269.87 | 268.26 | 269.49 | 3930344 
14:45 | 269.52 | 269.75 | 268.31 | 268.99 | 2051713 
15:00 | 268.98 | 269.06 | 268.28 | 268.64 | 1328023 
15:15 | 268.66 | 268.78 | 268.25 | 268.65 | 927039 
15:30 | 268.64 | 268.65 | 268.15 | 268.28 | 715562 
15:45 | 268.29 | 269.14 | 268.25 | 268.82 | 859097 
16:00 | 268.87 | 269.07 | 268.31 | 268.37 | 575108 
16:15 | 268.35 | 268.78 | 268.31 | 268.70 | 587674 
16:30 | 268.69 | 269.02 | 268.35 | 268.79 | 687693 
16:45 | 268.79 | 269.08 | 268.71 | 268.91 | 517975 
17:00 | 268.91 | 269.01 | 268.81 | 268.88 | 415846 
17:15 | 268.88 | 269.06 | 268.66 | 269.00 | 449984 
17:30 | 268.98 | 269.40 | 268.81 | 268.94 | 533150 
17:45 | 268.95 | 269.89 | 268.90 | 269.59 | 965219 
18:00 | 269.60 | 269.74 | 268.94 | 269.01 | 632124 
18:15 | 269.01 | 269.69 | 269.00 | 269.50 | 547306 
18:30 | 269.50 | 269.50 | 268.99 | 269.06 | 582132 
18:45 | 269.06 | 269.07 | 268.80 | 268.92 | 520973 
19:00 | 268.90 | 269.21 | 268.86 | 269.10 | 529796 
19:15 | 269.10 | 269.30 | 269.02 | 269.10 | 624506 
19:30 | 269.11 | 269.17 | 268.78 | 268.97 | 653961 
19:45 | 268.97 | 269.24 | 268.95 | 269.12 | 582410 
20:00 | 269.12 | 269.41 | 269.03 | 269.21 | 729088 
RESULTADO: EN CURSO
============================================================


============================================================
ANALISIS: AMD | C1_SQUEEZE_CALL | ENTRADA: 235.40 | TP: 236.90 | SL: 232.40
Hora  |  Open  |  High  |  Low   |  Close |  Vol
21:00 | 210.56 | 211.27 | 210.27 | 211.15 | 1375125 
21:15 | 211.16 | 211.30 | 210.82 | 211.08 | 1064515 
21:30 | 211.06 | 212.84 | 211.00 | 212.72 | 2239446 
21:45 | 212.71 | 213.25 | 211.29 | 211.49 | 3611710 
15:30 | 212.95 | 216.92 | 210.69 | 216.88 | 6809057 
15:45 | 216.85 | 223.64 | 216.42 | 221.25 | 10729380 
16:00 | 221.27 | 222.64 | 219.88 | 220.03 | 5319989 
16:15 | 220.04 | 221.10 | 219.21 | 220.33 | 4354095 
16:30 | 220.28 | 222.51 | 220.23 | 222.33 | 3399497 
16:45 | 222.32 | 223.50 | 221.86 | 223.43 | 3945421 
17:00 | 223.43 | 224.84 | 223.26 | 223.92 | 4708082 
17:15 | 223.91 | 224.99 | 223.12 | 224.23 | 2984070 
17:30 | 224.22 | 224.65 | 223.45 | 224.42 | 2117354 
17:45 | 224.46 | 224.68 | 222.72 | 223.26 | 1825532 
18:00 | 223.27 | 223.58 | 222.67 | 223.09 | 1612349 
18:15 | 223.08 | 224.35 | 222.87 | 223.30 | 1950953 
18:30 | 223.30 | 224.47 | 223.07 | 224.41 | 1427227 
18:45 | 224.36 | 226.68 | 224.34 | 226.39 | 3891778 
19:00 | 226.36 | 228.29 | 225.71 | 227.82 | 5143448 
19:15 | 227.84 | 229.55 | 227.63 | 229.23 | 4400513 
19:30 | 229.24 | 231.62 | 228.61 | 231.31 | 6609182 
19:45 | 231.23 | 233.24 | 231.13 | 233.05 | 6643030 
20:00 | 233.02 | 234.84 | 232.33 | 234.28 | 6385300 
20:15 | 234.27 | 234.43 | 231.43 | 231.97 | 5091591 
20:30 | 231.97 | 233.50 | 231.21 | 232.01 | 4609326 
20:45 | 232.03 | 232.10 | 229.88 | 230.30 | 4340547 
21:00 | 230.28 | 232.35 | 230.17 | 231.81 | 4151393 [ENTRADA]
21:15 | 231.81 | 233.38 | 231.61 | 233.12 | 3800946 
21:30 | 233.10 | 233.91 | 232.71 | 233.55 | 4475806 
21:45 | 233.55 | 235.87 | 233.51 | 235.40 | 7392363 
15:30 | 236.30 | 239.78 | 233.88 | 236.30 | 9933193 
15:45 | 236.37 | 240.01 | 234.21 | 237.98 | 7150067 
16:00 | 237.98 | 238.40 | 234.37 | 235.48 | 4558822 
16:15 | 235.50 | 237.30 | 235.06 | 235.13 | 3456986 
16:30 | 235.15 | 235.24 | 232.72 | 233.19 | 4286789 
16:45 | 233.15 | 234.74 | 232.83 | 234.30 | 2487210 
17:00 | 234.36 | 235.92 | 234.36 | 234.99 | 2708610 
17:15 | 235.00 | 235.77 | 232.57 | 232.76 | 2586066 
17:30 | 232.74 | 234.07 | 232.15 | 233.87 | 2383823 
17:45 | 233.92 | 235.35 | 233.68 | 233.85 | 2209222 
18:00 | 233.89 | 234.04 | 233.16 | 233.49 | 1288462 
18:15 | 233.52 | 234.08 | 232.60 | 232.98 | 1615396 
18:30 | 232.99 | 233.41 | 232.02 | 232.19 | 1328542 
18:45 | 232.12 | 232.64 | 231.13 | 231.30 | 2024884 
19:00 | 231.30 | 232.74 | 230.93 | 231.44 | 1998993 
19:15 | 231.46 | 231.76 | 229.62 | 230.30 | 2496821 
19:30 | 230.32 | 231.08 | 229.53 | 230.12 | 2127489 
19:45 | 230.07 | 231.68 | 229.92 | 231.58 | 1465395 
20:00 | 231.58 | 232.07 | 231.02 | 231.08 | 1444416 
20:15 | 231.09 | 233.01 | 231.05 | 232.54 | 2073548 
20:30 | 232.54 | 232.59 | 231.35 | 231.92 | 1408289 
20:45 | 231.92 | 231.95 | 230.80 | 231.42 | 1257934 
21:00 | 231.42 | 231.90 | 230.68 | 230.88 | 1579085 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AMD | C1_SQUEEZE_CALL | ENTRADA: 236.83 | TP: 238.33 | SL: 233.83
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 219.53 | 219.99 | 216.89 | 217.53 | 2716921 
16:15 | 217.51 | 222.00 | 217.31 | 221.09 | 3321605 
16:30 | 221.10 | 222.03 | 219.39 | 221.48 | 2718960 
16:45 | 221.45 | 222.12 | 218.64 | 218.75 | 2186136 
17:00 | 218.80 | 220.51 | 218.51 | 218.70 | 2172646 
17:15 | 218.74 | 219.44 | 218.15 | 219.41 | 1154799 
17:30 | 219.41 | 221.37 | 219.20 | 221.28 | 1840307 
17:45 | 221.28 | 222.74 | 221.03 | 221.62 | 2210610 
18:00 | 221.65 | 222.01 | 220.92 | 221.78 | 940834 
18:15 | 221.78 | 223.67 | 221.44 | 223.61 | 1792386 
18:30 | 223.61 | 224.89 | 223.12 | 224.87 | 1654142 
18:45 | 224.83 | 224.98 | 223.73 | 223.95 | 1778086 
19:00 | 223.89 | 224.50 | 222.65 | 224.32 | 1363382 
19:15 | 224.29 | 224.72 | 223.41 | 224.58 | 1106004 
19:30 | 224.60 | 224.84 | 223.54 | 223.95 | 816160 
19:45 | 223.94 | 224.60 | 223.50 | 223.65 | 784310 
20:00 | 223.67 | 224.18 | 223.27 | 223.69 | 817627 
20:15 | 223.68 | 224.06 | 222.93 | 222.97 | 785060 
20:30 | 222.99 | 223.40 | 222.45 | 222.64 | 804231 
20:45 | 222.60 | 223.36 | 222.00 | 222.63 | 701502 
21:00 | 222.60 | 223.10 | 222.12 | 222.40 | 744138 
21:15 | 222.35 | 223.43 | 222.25 | 222.70 | 928521 
21:30 | 222.75 | 222.75 | 218.53 | 218.64 | 2191445 
21:45 | 218.66 | 219.22 | 217.82 | 218.02 | 3799190 
15:30 | 222.71 | 226.50 | 220.76 | 224.67 | 4913409 
15:45 | 224.65 | 232.20 | 224.46 | 230.71 | 7271492 
16:00 | 230.71 | 232.55 | 228.93 | 232.32 | 5476159 [ENTRADA]
16:15 | 232.37 | 234.50 | 232.32 | 233.76 | 4577511 
16:30 | 233.77 | 235.56 | 233.10 | 233.36 | 4070936 
16:45 | 233.40 | 237.13 | 233.04 | 236.83 | 4225672 
17:00 | 236.81 | 238.84 | 236.12 | 238.72 | 5785996 
17:15 | 238.69 | 238.90 | 236.60 | 237.51 | 3864684 
17:30 | 237.53 | 237.75 | 234.45 | 235.07 | 3873022 
17:45 | 235.04 | 235.55 | 232.80 | 235.07 | 3951512 
18:00 | 235.10 | 236.36 | 234.15 | 234.98 | 2790390 
18:15 | 235.00 | 236.10 | 233.83 | 235.75 | 1915179 
18:30 | 235.75 | 235.75 | 234.35 | 234.61 | 1294183 
18:45 | 234.67 | 235.39 | 234.21 | 234.35 | 1255952 
19:00 | 234.40 | 234.40 | 230.75 | 231.15 | 2970334 
19:15 | 231.18 | 233.17 | 230.33 | 231.79 | 2831346 
19:30 | 231.84 | 234.33 | 231.51 | 234.04 | 1879665 
19:45 | 234.05 | 236.15 | 234.02 | 235.83 | 2213435 
20:00 | 235.81 | 236.17 | 234.54 | 235.74 | 1817139 
20:15 | 235.76 | 236.17 | 235.06 | 235.18 | 1340351 
20:30 | 235.23 | 238.48 | 235.13 | 237.36 | 3205577 
20:45 | 237.35 | 238.28 | 236.97 | 238.09 | 1654939 
21:00 | 238.07 | 238.43 | 237.53 | 238.33 | 1782634 
21:15 | 238.32 | 239.24 | 237.15 | 238.13 | 3024403 
21:30 | 238.15 | 238.97 | 237.53 | 238.21 | 2525962 
21:45 | 238.24 | 238.70 | 236.91 | 238.61 | 4134355 
15:30 | 236.26 | 240.41 | 235.28 | 237.30 | 6119853 
15:45 | 237.22 | 239.69 | 235.02 | 237.50 | 4397710 
16:00 | 237.64 | 239.43 | 236.38 | 239.25 | 3111568 
RESULTADO: FALLO
============================================================


============================================================
